Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Feat,Physical,Utility; Attack; Defense; Movement,,,Martial Adept,
Feat,Physical,Defense; Utility,,,Medium Armor Master,
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Metamagic Adept,
Feat,Physical,Movement,,,Mobile,
Feat,Physical,Defense; Utility,,,Moderately Armored,
Feat,Physical,Defense; Utility,,,Mounted Combatant,
Feat,Physical,Utility,,,Observant,
Feat,Physical,Attack,,,Orcish Fury,
Feat,Physical,Attack,,,Piercer,
Feat,Physical,Utility; Attack,,,Poisoner,
Feat,Physical,Attack,,,Polearm Master,
Feat,Physical,Utility,,,Prodigy,
Feat,Physical,Utility; Defense,,,Resilient,
Feat,Physical,Attack; Defense,,,Revenant Blade,
Feat,Magical,Attack,,,Ritual Caster,
Feat,Physical,Attack,,,Savage Attacker,
Feat,Physical,Defense,,,Second Chance,
Feat,Physical,Attack,,,Sentinel,
Feat,Magical,Utility; Defense; Attack; Healing; Movement,,,Shadow Touched,
Feat,Physical,Attack,,,Sharpshooter,
Feat,Physical,Attack; Defense,,,Shield Master,
Feat,Physical,Utility,,,Skill Expert,
Feat,Physical,Utility,,,Skilled,
Feat,Physical,Utility,,,Skulker,
Feat,Physical,Attack,,,Slasher,
Feat,Magical,Attack; Healing; Utility,,,Spell Sniper,
Feat,Physical,Attack; Defense; Movement,,,Squat Nimbleness,
Feat,Magical,Utility; Defense,,,Svirfneblin Magic,
Feat,Physical,Attack; Utility,,,Tavern Brawler,
Feat,Magical,Utility,,,Telekinetic,
Feat,Magical,Utility,,,Telepathic,
Feat,Physical,Defense,,,Tough,
Feat,Magical,Defense; Attack,,,War Caster,
Feat,Physical,Attack; Defense,,,Weapon Master,
Feat,Magical,Utility; Movement,,,Wood Elf Magic,
Gems,,Gems,,,Alexandrite,500
Gems,,Gems,,,Amber,100
Gems,,Gems,,,Amethyst,100
Gems,,Gems,,,Aquamarine,500
Gems,,Gems;Dust,,,Aquamarine Dust,500
Gems,,Gems,,,Azurite,10
Gems,,Gems,,,Black Onyx Stone,150
Gems,,Gems,,,Black Opal,1000
Gems,,Gems,,,Black Pearl,500
Gems,,Gems,,,Black Sapphire,5000
Gems,,Gems;Dust,,,Black Sapphire Dust,5000
Gems,,Gems,,,Bloodstone,50
Gems,,Gems,,,Blue Quartz,10
Gems,,Gems,,,Blue Sapphire,1000
Gems,,Gems,,,Blue Spinel,500
Gems,,Gems,,,Carnelian,50
Gems,,Gems,,,Chalcedony,50
Gems,,Gems,,,Chrysoberyl,100
Gems,,Gems,,,Chrysoprase,50
Gems,,Gems,,,Citrine,50
Gems,,Gems,,,Coral,100
Gems,,Gems,,,Crystal,10
Gems,,Gems,,,Diamond,5000
Gems,,Gems,,,Diamond (.5 carat),50
Gems,,Gems,,,Diamond (10 carat),1000
Gems,,Gems,,,Diamond (5 carat),500
Gems,,Gems,,,Diamond (50 carat),5000
Gems,,Gems;Dust,,,Diamond Dust,5000
Gems,,Gems,,,Emerald,1000
Gems,,Gems;Dust,,,Emerald Dust,1000
Gems,,Gems,,,Eye Agate,10
Gems,,Gems,,,Fire Opal,1000
Gems,,Gems;Dust,,,Fire Opal Dust,1000
Gems,,Gems,,,Garnet,100
Gems,,Gems,,,Hematite,10
Gems,,Gems,,,Jacinth,5000
Gems,,Gems,,,Jade,100
Gems,,Gems;Dust,,,Jade Dust,100
Gems,,Gems,,,Jasper,50
Gems,,Gems,,,Jet,100
Gems,,Gems,,,Lapis Lazuli,10
Gems,,Gems,,,Malachite,10
Gems,,Gems,,,Moonstone,50
Gems,,Gems,,,Moss Agate,10
Gems,,Gems,,,Obsidian,10
Gems,,Gems,,,Onyx,50
Gems,,Gems,,,Opal,1000
Gems,,Gems,,,Orb,20
Gems,,Gems,,,Pearl,100
Gems,,Gems,,,Peridot,500
Gems,,Gems,,,Quartz,50
Gems,,Gems,,,Rhodochrosite,10
Gems,,Gems,,,Ruby,5000
Gems,,Gems;Dust,,,Ruby Dust,5000
Gems,,Gems;Dust,,,Sapphire Dust,1000
Gems,,Gems,,,Sardonyx,50
Gems,,Gems,,,Spinel,100
Gems,,Gems,,,Star Rose Quartz,50
Gems,,Gems,,,Star Ruby,1000
Gems,,Gems,,,Star Sapphire,1000
Gems,,Gems,,,Tiger Eye,10
Gems,,Gems,,,Topaz,500
Gems,,Gems,,,Tourmaline,100
Gems,,Gems,,,Turquoise,10
Gems,,Gems,,,Yellow Sapphire,1000
Gems,,Gems,,,Zircon,10
Tavern,A Healthy Amber with Leaves of Mint Stirred in,Mug,,,Angel Tea,0.7
Tavern,"A Dark Amber/Brown Butter with a Thick, Creamy Beige Coloured Head.",Pint,,,Angry Tom's Furious Ale,0.03
Tavern,A Slightly Yellow Frothing Milk Drink with Chunks of Banana Scattered Throughout.,Glass,,,Banana Milkshake,0.03
Tavern,"A Soft Palette of Subtle Reds, Pinks, & Yellows.",Pint,,,Bard's Blessing,2
Tavern,Blueish Brown or Jet Black,Pint (Free for by a Tall Tale),,,Bilgewater,0.05
Tavern,"Ranging from Clear Lavender to Deep Red, depending on the Berries",Pint,,,Blerry,0.1
Tavern,Dark Red with Large White Bubbles,Pint,,,Blind Beholder,0.5
Tavern,Thick & Red as Blood but with Greenish Swirls. Served with a Green Snake's Head on the Rim.,Pint,,,Bloody Medusa,10
Tavern,Glowing Blue with a Light Mist,Pint,,,Bluenose,0.5
Tavern,Golden Orange,Pint,,,Brewmosa,0.04
Tavern,Glowing Swirl of Orange & Red,Pint,,,Brimstone Brew,3
Tavern,A Buttery Brown Drink with a Creamy Foaming Top,Pint,,,Butteredbeer,0.2
Tavern,A Transparent Orange whose Bubbles Sit on the Bottom of the Glass,Glass,,,Citrus Tea,0.05
Tavern,"Dark Purple, Glittery",Mug,,,Clockwhistle's Surprise,0.5
Tavern,A Transparent Constantly Bubbling Greenish Liquid.,Bottle,,,Crazy Al's Gnomish Knock-Out Lager,15
Tavern,A Slimy Green Color & Thick like Syrup.,"Pint (Free, Paid for by a Mysterious Patron)",,,Cthulhubrew,0
Tavern,Shiny Golden Liquid with Black Foam,Pint,,,Deepminer,0.1
Tavern,Black with Red Spots Floating Inside,Pint,,,Demon's Blood,0.5
Tavern,Dark Green with Bubbles,Pint,,,Dragon Poison Ale,10
Tavern,"A Deep Rusty Brown, almost Black with Toffee Colored Bubbles, almost Opaque when Held to the Light",Bottle,,,Dragon's Milk,25
Tavern,Deep Candy Apple Red with Swirling Orange Mist,Glass,,,Dragonfire Brandy,1
Tavern,"Thick, Dark Brown Stout, with the Consistency of Eggnog",Pint,,,Drunken Uncle,0.3
Tavern,White,Pint,,,Dry Heave,0.03
Tavern,Almond Brown,Tankard,,,Dwarven Drought,0.05
Tavern,Clear,Tea Kettle with 5 Cups,,,Elven Battle Spirit,15
Tavern,Milky White,Glass,,,Eye of the Beholder,0.03
Tavern,Fiery Red,Shot,,,Fire Ball,0.9
Tavern,Deep Red Wine,Glass,,,Firewine,5
Tavern,Clear Lemon Water,Glass,,,Flavoured Water,0.5
Tavern,Opaque Purple,Mug,,,Fuzzy Night,2
Tavern,Red Wine with a Dash of Purple,Glass,,,Giftmouth,10
Tavern,Clearish/White,Glass,,,Glass Milk,20
Tavern,Golden Brown,Tankard,,,Glavgalask,10
Tavern,Clear with Flecks of Gold & Silver,Bottle (10 Drinks),,,Glitter,100
Tavern,Green Phosphorescent,Shot,,,Glowglass,0.2
Tavern,White,Glass,,,Goat's Milk,0.03
Tavern,Clear Deep Yellow,Shot (Free as a Challenge),,,Goat's Piss,0
Tavern,Putrid Green,Pint,,,Goblin Grog,0.1
Tavern,Lime Green,Glass,,,Green Fey,40
Tavern,Mostly Clear with a Light Brown Hue,Pint (300 GP/ Barrel),,,Gregory's Groovy Grog,3
Tavern,Medium Brown,Shot,,,Griffin Nest,0.05
Tavern,Yellow-Brown with Lots of Body,Tankard,,,Gut Shaker,2
Tavern,Dark Brown,Tankard,,,Gutbuster,5
Tavern,Yellowish Brown,Pint,,,Hangman's Noose,0.05
Tavern,"In a Colour Similar to Skin, with what Looks like Very Thin Skin Floating at the Top",Tankard,,,Harpy's Scream,0.1
Tavern,Clear,Pint,,,Heart of the Halls,1
Tavern,Deep Dark Red,Shot,,,Hellfire Whisky,5
Tavern,Light Green,Tankard,,,"Hop, Skip, & Go Naked",1
Tavern,A Violent Orange Colour Mixed with Streaks of Deep Red,Pint,,,Jailhouse Wine,0.01
Tavern,A Greenish Drink with a Gelatin Consistency,Glass,,,Jelly Drink,0.1
Tavern,Black with a Streak of Grey,Glass,,,Kenku's Claw,0.2
Tavern,Red with Orange & Yellow Flame-like Swirls,Glass,,,Kossuths' Kiss,0.5
Tavern,Bubbly Clear,Pint,,,Lizard Spit,0.4
Tavern,Light Pink with Tiny Flecks of White,Tankard,,,Lover's Kiss,2.5
Tavern,Mustard Yellow,Pint,,,Meaty Mead,0.02
Tavern,A Simmering Brown with Tiny Golden Flecks Swirling throughout its Depths,Tankard,,,Merchant's Lucky Day,2
Tavern,Deep Chocolate to Black with a White Frothy Head,Tankard,,,Milligun's Deep Stout,1
Tavern,A Thick Gold,Bottle (4 Drinks),,,Morg's Magnificent Meed,50
Tavern,Clear with Pearl/Opalesque Swirls & Feint Random Tiny Glowing Pink Lights,Tankard,,,Nyssa's Nectar,2
Tavern,Brown with Floating Debris,Pint,,,Old Stinky,0.01
Tavern,"A Clear Liquid but when Held to Heat, Elven Writing Appears as Fiery Wisps throughout the Drink","Barrel (Only One in the World, 100 Drinks)",,,One Beer to Rule Them All,2000
Tavern,Blood Red with Crimson Froth,Tankard,,,Ork's Blood Brew,0.08
Tavern,Swirls from Clear to Shimmering White,Tankard,,,Ouzo,0.5
Tavern,A Teal Blue with a Foamy White Froth. Served in an Odd Shape Glass.,Bottle,,,Pan-Dimensional Gargle Blaster,2
Tavern,"A Clear Liquid Crossed with Red, Green & Yellow Stripes.",Pint,,,Parroty Parroty Parroty Parrot,3
Tavern,A Swirling Myriad of Rainbows,Pint,,,Pixie Piss,5
Tavern,Dark Purple with Small Continuous Silver Bubbles,Tankard,,,Planar Guide,10
Tavern,Watered-Down Milk Lacking in Consistency,Pint,,,Poorman's Wine,0.01
Tavern,Blood Red with a Blue Top Layer,Shot (Price Doubles after every Shot),,,Rado's Death Punch,0.2
Tavern,A Light Red that Darkens toward the Bottom of the Glass,Glass,,,Red Ribbon Runs Red,0.1
Tavern,Blood Red with Various Fine Chopped Cloves,Tankard,,,Roaring Eagle Ale,0.2
Tavern,Muddy Brown,Shot,,,Scumble,0.1
Tavern,"Aqua Blue, almost Azure",Pint,,,Sea Shanty,2
Tavern,Swirly Chaotic Mix,Glass,,,Shirley Temple of Elemental Evil,0.1
Tavern,Clear with White Shimmer,Shot,,,Sildars Itch,0.2
Tavern,Clear,Pint,,,Silver's Ale,0.3
Tavern,Jet Black with Red Highlights,Bottle,,,Skullbungle,0.5
Tavern,Pink with Brown Lumps,Tankard,,,Skullbuster XXX,10
Tavern,Dark Brown,Tankard,,,Slog,0.01
Tavern,"A Tempered Warm Brown, Served with a Severed Snake's Head",Pint,,,Snake Venom,0.01
Tavern,Black,Tankard,,,Squid Ink,3
Tavern,A Light Pink,Pint,,,Strawberry Surprise,0.05
Tavern,Cherry Red with Purple Swirls & Glowing Green Fruit,Pint,,,Tamaranian Tanqueray & Zorkaberry Tonic,2
Tavern,Dark Brown,Tankard,,,The Beveridge Brew,0.15
Tavern,Deep Opaque Black with Stark White Head,Tankard,,,The Cranky Clergyman,0.07
Tavern,A Gold Liquid that Suddenly Turns Black half way Down,Tankard,,,The Dwarven Hammer,0.15
Tavern,A Dark Beer served with a Skewer of Bacon & Pickles,Glass,,,The Ghillain Special,8
Tavern,Various Shades of Brown,Tankard,,,The Hairy Wizard,0.3
Tavern,A Purplish Blue Liquid that Sparkles & Swirls like a Galaxy,Pint,,,The Mind's Eye,0.2
Tavern,Blueish Purple,Shot,,,The Mindflayer,1
Tavern,Light Smoke-Gray,Shot,,,The Pepperbox,1
Tavern,Deep Amber Red & Thick like Blood,Glass,,,The Redheaded Harlot,5
Tavern,Phases Between a Deep Orange & Bright Yellow. Clear but with Silver Dust visible when Disturbed.,Any,,,Travera's TIncture,5
Tavern,Dark Brown with Green Swirls,Mug,,,Treant Tea,2.5
Tavern,A Deep Purple Liquid with a White Yogurt Layered on Top,Pint,,,Twisty,0.3
Tavern,Blue with Dark Swirls,Tankard,,,Warlock's Wasted Patron,1
Tavern,Clear,Glass,,,Water,0
Tavern,A Fizzy Golden Liquid with Occassional Sparkles,Pint,,,Wild Magic Brew,0.4
Tavern,Green with Purple Swirls,Shot,,,Wyvern Wine,8
Tavern,Fiery Red Drink with Thick Orange Bubbles that make it Appear Molten in Nature.,Pint,,,Zozo Juice,5
Eldritch Invocations,,,,Eldritch Adept;Attack,Agonizing Blast,
Eldritch Invocations,,,,Eldritch Adept;Defense,Armor of Shadows,
Eldritch Invocations,,,,Eldritch Adept;Movement,Ascendant Step,
Eldritch Invocations,,,,Eldritch Adept;Utility,Aspect of the Moon,
Eldritch Invocations,,,,Eldritch Adept;Utility,Beast Speech,
Eldritch Invocations,,,,Eldritch Adept;Utility,Beguiling Influence,
Eldritch Invocations,,,,Eldritch Adept;Utility,Bewitching Whispers,
Eldritch Invocations,,,,Eldritch Adept;Movement,Bond of the Talisman,
Eldritch Invocations,,,,Eldritch Adept,Book of Ancient Secrets,
Eldritch Invocations,,,,Eldritch Adept;Utility,Chains of Carceri,
Eldritch Invocations,,,,Eldritch Adept;Utility,Cloak of Flies,
Eldritch Invocations,,,,Eldritch Adept;Utility,Devil’s Sight,
Eldritch Invocations,,,,Eldritch Adept;Utility,Dreadful Word,
Eldritch Invocations,,,,Eldritch Adept;Utility,Eldritch Mind,
Eldritch Invocations,,,,Eldritch Adept;Utility,Eldritch Sight,
Eldritch Invocations,,,,Eldritch Adept;Attack,Eldritch Smite,
Eldritch Invocations,,,,Eldritch Adept;Attack,Eldritch Spear,
Eldritch Invocations,,,,Eldritch Adept;Utility,Eyes of the Rune Keeper,
Eldritch Invocations,,,,Eldritch Adept;Utility,Far Scribe,
Eldritch Invocations,,,,Eldritch Adept;Healing,Fiendish Vigor,
Eldritch Invocations,,,,Eldritch Adept;Utility,Gaze of Two Minds,
Eldritch Invocations,,,,Eldritch Adept;Utility,Ghostly Gaze,
Eldritch Invocations,,,,Eldritch Adept;Utility,Gift of the Depths,
Eldritch Invocations,,,,Eldritch Adept;Healing,Gift of the Ever-Living Ones,
Eldritch Invocations,,,,Eldritch Adept;Utility,Gift of the Protectors,
Eldritch Invocations,,,,Eldritch Adept;Movement,Grasp of Hadar,
Eldritch Invocations,,,,Eldritch Adept;Attack,Improved Pact Weapon,
Eldritch Invocations,,,,Eldritch Adept;Utility,Investment of the Chain Master,
Eldritch Invocations,,,,Eldritch Adept;Utility,Lance of Lethargy,
Eldritch Invocations,,,,Eldritch Adept;Attack,Lifedrinker,
Eldritch Invocations,,,,Eldritch Adept;Attack,Maddening Hex,
Eldritch Invocations,,,,Eldritch Adept;Utility,Mask of Many Faces,
Eldritch Invocations,,,,Eldritch Adept;Utility,Master of Myriad Forms,
Eldritch Invocations,,,,Eldritch Adept;Attack,Minions of Chaos,
Eldritch Invocations,,,,Eldritch Adept;Utility,Mire the Mind,
Eldritch Invocations,,,,Eldritch Adept;Utility,Misty Visions,
Eldritch Invocations,,,,Eldritch Adept;Utility,One with Shadows,
Eldritch Invocations,,,,Eldritch Adept;Movement,Otherworldly Leap,
Eldritch Invocations,,,,Eldritch Adept;Defense,Protection of the Talisman,
Eldritch Invocations,,,,Eldritch Adept;Attack,Rebuke of the Talisman,
Eldritch Invocations,,,,Eldritch Adept;Movement;Attack,Relentless Hex,
Eldritch Invocations,,,,Eldritch Adept;Movement,Repelling Blast,
Eldritch Invocations,,,,Eldritch Adept;Utility,Sculptor of Flesh,
Eldritch Invocations,,,,Eldritch Adept;Utility,Shroud of Shadow,
Eldritch Invocations,,,,Eldritch Adept;Defense;Attack,Sign of Ill Omen,
Eldritch Invocations,,,,Eldritch Adept;Defense,Thief of Five Fates,
Eldritch Invocations,,,,Eldritch Adept;Attack,Thirsting Blade,
Eldritch Invocations,,,,Eldritch Adept;Healing,Tomb of Levistus,
Eldritch Invocations,,,,Eldritch Adept;Movement,Trickster's Escape,
Eldritch Invocations,,,,Eldritch Adept;Utility,Undying Servitude,
Eldritch Invocations,,,,Eldritch Adept;Utility,Visions of Distant Realms,
Eldritch Invocations,,,,Eldritch Adept;Utility,Voice of the Chain Master,
Eldritch Invocations,,,,Eldritch Adept;Utility,Whispers of the Grave,
Eldritch Invocations,,,,Eldritch Adept;Utility,Witch Sight,
Metamagic,,,,Metamagic Adept;Attack;Defense,Careful Spell,
Metamagic,,,,Metamagic Adept;Attack;Defense;Movement;Utility;Healing,Distant Spell,
Metamagic,,,,Metamagic Adept;Attack,Empowered Spell,
Metamagic,,,,Metamagic Adept;Attack;Defense;Movement;Utility;Healing,Extended Spell,
Metamagic,,,,Metamagic Adept;Attack;Defense;Movement;Utility;Healing,Heightened Spell,
Metamagic,,,,Metamagic Adept;Attack;Defense;Movement;Utility;Healing,Quickened Spell,
